0.000000	0.000000	n-001
12.172987	12.172987	n-002
61.539813	61.539813	n-003
78.895253	78.895253	n-004
95.871753	95.871753	n-005
141.420309	141.420309	n-006
202.732758	202.732758	n-007
261.241053	261.241053	n-008
389.322684	389.322684	n-009
571.289544	571.289544	n-010
574.927366	574.927366	n-011
619.793831	619.793831	n-012
659.658291	659.658291	n-013
688.306135	688.306135	n-014
736.279905	736.279905	n-015
